salary,season,cluster
3578000,2001,0
3565000,2001,0
3536000,2001,0
3520000,2001,0
3510000,2001,0
3500000,2001,0
3500000,2001,0
3412000,2001,0
3390000,2001,0
3375000,2001,0
3375000,2001,0
3310000,2001,0
3308000,2001,0
3259000,2001,0
3250000,2001,0
3246000,2001,0
3200000,2001,0
3200000,2001,0
3164000,2001,0
3132000,2001,0
3100000,2001,0
3060000,2001,0
3000000,2001,0
3000000,2001,0
3000000,2001,0
2990000,2001,0
2970000,2001,0
2916000,2001,0
2880000,2001,0
2880000,2001,0
2880000,2001,0
2848000,2001,0
2841000,2001,0
2815000,2001,0
2814000,2001,0
2812000,2001,0
2750000,2001,0
2737000,2001,0
2727000,2001,0
2700000,2001,0
2700000,2001,0
2700000,2001,0
2678000,2001,0
2650000,2001,0
2628000,2001,0
2570000,2001,0
2562000,2001,0
2500000,2001,0
2425000,2001,0
2380000,2001,0
2370000,2001,0
2320000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2250000,2001,0
2240000,2001,0
2203000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2200000,2001,0
2162000,2001,0
2160000,2001,0
2160000,2001,0
2107000,2001,0
2100000,2001,0
2100000,2001,0
2100000,2001,0
2100000,2001,0
2100000,2001,0
2011000,2001,0
2000000,2001,0
1973000,2001,0
1923000,2001,0
1920000,2001,0
1842000,2001,0
1820000,2001,0
1808000,2001,0
1764000,2001,0
1740000,2001,0
1700000,2001,0
1693000,2001,0
1662000,2001,0
1619000,2001,0
1608000,2001,0
1579000,2001,0
1538000,2001,0
1528000,2001,0
1500000,2001,0
1500000,2001,0
1481000,2001,0
1461000,2001,0
1425000,2001,0
1400000,2001,0
1379000,2001,0
1360000,2001,0
1353000,2001,0
1320000,2001,0
1319000,2001,0
1310000,2001,0
1310000,2001,0
1286000,2001,0
1253000,2001,0
1244000,2001,0
1210000,2001,0
1200000,2001,0
1200000,2001,0
1200000,2001,0
1200000,2001,0
1200000,2001,0
1200000,2001,0
1200000,2001,0
1190000,2001,0
1160000,2001,0
1131000,2001,0
1130000,2001,0
1123000,2001,0
1102000,2001,0
1100000,2001,0
1074000,2001,0
1047000,2001,0
1020000,2001,0
1019000,2001,0
1000000,2001,0
990000,2001,0
978000,2001,0
975000,2001,0
960000,2001,0
939000,2001,0
922000,2001,0
901000,2001,0
898000,2001,0
885000,2001,0
880000,2001,0
865000,2001,0
849000,2001,0
831000,2001,0
828000,2001,0
800000,2001,0
798000,2001,0
797000,2001,0
795000,2001,0
783000,2001,0
763000,2001,0
757000,2001,0
752000,2001,0
744000,2001,0
739000,2001,0
735000,2001,0
733000,2001,0
730000,2001,0
714000,2001,0
712000,2001,0
707000,2001,0
673000,2001,0
611000,2001,0
600000,2001,0
598000,2001,0
550000,2001,0
548000,2001,0
548000,2001,0
548000,2001,0
548000,2001,0
548000,2001,0
548000,2001,0
548000,2001,0
548000,2001,0
548000,2001,0
548000,2001,0
548000,2001,0
548000,2001,0
548000,2001,0
548000,2001,0
523000,2001,0
523000,2001,0
523000,2001,0
523000,2001,0
508000,2001,0
508000,2001,0
507000,2001,0
498000,2001,0
498000,2001,0
498000,2001,0
498000,2001,0
458000,2001,0
423000,2001,0
423000,2001,0
423000,2001,0
423000,2001,0
423000,2001,0
423000,2001,0
390000,2001,0
363000,2001,0
326000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
316000,2001,0
288000,2001,0
243000,2001,0
241000,2001,0
161000,2001,0
90000,2001,0
83000,2001,0
80000,2001,0
37000,2001,0
34000,2001,0
32000,2001,0
29000,2001,0
26000,2001,0
24000,2001,0
24000,2001,0
22400000,2002,0
21428000,2002,0
18756000,2002,0
18750000,2002,0
18083000,2002,0
17500000,2002,0
14400000,2002,0
14315000,2002,0
12926000,2002,0
12770000,2002,0
12750000,2002,0
12375000,2002,0
12045000,2002,0
11700000,2002,0
11250000,2002,0
11250000,2002,0
11250000,2002,0
11250000,2002,0
11250000,2002,0
11250000,2002,0
11250000,2002,0
11250000,2002,0
11250000,2002,0
11250000,2002,0
11000000,2002,0
10865000,2002,0
10865000,2002,0
10865000,2002,0
10865000,2002,0
10865000,2002,0
10625000,2002,0
10444000,2002,0
10113000,2002,0
10080000,2002,0
10009000,2002,0
10000000,2002,0
9675000,2002,0
9500000,2002,0
9250000,2002,0
9093000,2002,0
9000000,2002,0
8990000,2002,0
8800000,2002,0
8710000,2002,0
8593000,2002,0
8440000,2002,0
8350000,2002,0
8142000,2002,0
8050000,2002,0
8000000,2002,0
7975000,2002,0
7656000,2002,0
7167000,2002,0
7010000,2002,0
6975000,2002,0
6933000,2002,0
6600000,2002,0
6555000,2002,0
6545000,2002,0
6510000,2002,0
6500000,2002,0
6495000,2002,0
6404000,2002,0
6325000,2002,0
6310000,2002,0
6300000,2002,0
6250000,2002,0
6235000,2002,0
6066000,2002,0
6048000,2002,0
6000000,2002,0
5750000,2002,0
5695000,2002,0
5500000,2002,0
5500000,2002,0
5500000,2002,0
5401000,2002,0
5400000,2002,0
5400000,2002,0
5350000,2002,0
5300000,2002,0
5205000,2002,0
5200000,2002,0
5142000,2002,0
5110000,2002,0
5062000,2002,0
5061000,2002,0
5000000,2002,0
5000000,2002,0
5000000,2002,0
5000000,2002,0
4913000,2002,0
4812000,2002,0
4781000,2002,0
4762000,2002,0
4680000,2002,0
4662000,2002,0
4650000,2002,0
4539000,2002,0
4538000,2002,0
4538000,2002,0
4538000,2002,0
4538000,2002,0
4538000,2002,0
4500000,2002,0
4500000,2002,0
4500000,2002,0
4448000,2002,0
4441000,2002,0
4421000,2002,0
4413000,2002,0
4413000,2002,0
4413000,2002,0
4412000,2002,0
4400000,2002,0
4400000,2002,0
4344000,2002,0
4252000,2002,0
4174000,2002,0
4155000,2002,0
4130000,2002,0
4000000,2002,0
4000000,2002,0
4000000,2002,0
3940000,2002,0
3882000,2002,0
3860000,2002,0
3840000,2002,0
3801000,2002,0
3791000,2002,0
3755000,2002,0
3750000,2002,0
3750000,2002,0
3697000,2002,0
3680000,2002,0
3670000,2002,0
3666000,2002,0
3600000,2002,0
3600000,2002,0
3600000,2002,0
3500000,2002,0
3473000,2002,0
3401000,2002,0
3400000,2002,0
3388000,2002,0
3360000,2002,0
3300000,2002,0
3260000,2002,0
3250000,2002,0
3250000,2002,0
3250000,2002,0
3240000,2002,0
3240000,2002,0
3175000,2002,0
3125000,2002,0
3119000,2002,0
3073000,2002,0
3054000,2002,0
3038000,2002,0
3020000,2002,0
3000000,2002,0
3000000,2002,0
3000000,2002,0
3000000,2002,0
3000000,2002,0
3000000,2002,0
3000000,2002,0
2978000,2002,0
2970000,2002,0
2900000,2002,0
2812000,2002,0
2793000,2002,0
2756000,2002,0
2754000,2002,0
2700000,2002,0
2666000,2002,0
2630000,2002,0
2554000,2002,0
2546000,2002,0
2531000,2002,0
2504000,2002,0
2500000,2002,0
2494000,2002,0
2480000,2002,0
2475000,2002,0
2475000,2002,0
2475000,2002,0
2475000,2002,0
2475000,2002,0
2475000,2002,0
2475000,2002,0
2475000,2002,0
2419000,2002,0
2406000,2002,0
2400000,2002,0
2400000,2002,0
2400000,2002,0
2400000,2002,0
2400000,2002,0
2400000,2002,0
2400000,2002,0
2400000,2002,0
2400000,2002,0
2400000,2002,0
2368000,2002,0
2343000,2002,0
2313000,2002,0
2285000,2002,0
2275000,2002,0
2265000,2002,0
2232000,2002,0
2203000,2002,0
2175000,2002,0
2157000,2002,0
2118000,2002,0
2111000,2002,0
2100000,2002,0
2067000,2002,0
2051000,2002,0
2028000,2002,0
2021000,2002,0
2011000,2002,0
2000000,2002,0
2000000,2002,0
1971000,2002,0
1940000,2002,0
1934000,2002,0
1924000,2002,0
1908000,2002,0
1894000,2002,0
1842000,2002,0
1778000,2002,0
1760000,2002,0
1750000,2002,0
1741000,2002,0
1725000,2002,0
1714000,2002,0
1694000,2002,0
1689000,2002,0
1654000,2002,0
1608000,2002,0
1604000,2002,0
1575000,2002,0
1571000,2002,0
1569000,2002,0
1528000,2002,0
1509000,2002,0
1500000,2002,0
1500000,2002,0
1500000,2002,0
1496000,2002,0
1493000,2002,0
1483000,2002,0
1452000,2002,0
1452000,2002,0
1448000,2002,0
1436000,2002,0
1418000,2002,0
1400000,2002,0
1379000,2002,0
1375000,2002,0
1347000,2002,0
1310000,2002,0
1300000,2002,0
1300000,2002,0
1300000,2002,0
1300000,2002,0
1280000,2002,0
1241000,2002,0
1216000,2002,0
1210000,2002,0
1182000,2002,0
1179000,2002,0
1155000,2002,0
1124000,2002,0
1120000,2002,0
1097000,2002,0
1070000,2002,0
1067000,2002,0
1048000,2002,0
1037000,2002,0
1027000,2002,0
1019000,2002,0
1006000,2002,0
1000000,2002,0
1000000,2002,0
1000000,2002,0
1000000,2002,0
1000000,2002,0
1000000,2002,0
986000,2002,0
966000,2002,0
946000,2002,0
939000,2002,0
927000,2002,0
902000,2002,0
890000,2002,0
865000,2002,0
854000,2002,0
837000,2002,0
834000,2002,0
831000,2002,0
820000,2002,0
815000,2002,0
810000,2002,0
793000,2002,0
786000,2002,0
781000,2002,0
771000,2002,0
765000,2002,0
760000,2002,0
749000,2002,0
749000,2002,0
744000,2002,0
715000,2002,0
715000,2002,0
715000,2002,0
690000,2002,0
664000,2002,0
650000,2002,0
648000,2002,0
630000,2002,0
625000,2002,0
600000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
591000,2002,0
590000,2002,0
590000,2002,0
590000,2002,0
590000,2002,0
590000,2002,0
590000,2002,0
566000,2002,0
566000,2002,0
566000,2002,0
565000,2002,0
565000,2002,0
550000,2002,0
541000,2002,0
541000,2002,0
541000,2002,0
541000,2002,0
541000,2002,0
540000,2002,0
540000,2002,0
540000,2002,0
539000,2002,0
490000,2002,0
480000,2002,0
479000,2002,0
466000,2002,0
466000,2002,0
466000,2002,0
466000,2002,0
466000,2002,0
466000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
465000,2002,0
438000,2002,0
389000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
333000,2002,0
332000,2002,0
332000,2002,0
332000,2002,0
332000,2002,0
332000,2002,0
332000,2002,0
332000,2002,0
332000,2002,0
332000,2002,0
304000,2002,0
237000,2002,0
25200000,2003,0
23571000,2003,0
21500000,2003,0
20625000,2003,0
19727000,2003,0
19250000,2003,0
16200000,2003,0
16105000,2003,0
14343000,2003,0
13500000,2003,0
13080000,2003,0
12375000,2003,0
12375000,2003,0
12375000,2003,0
12375000,2003,0
12375000,2003,0
12375000,2003,0
12375000,2003,0
12375000,2003,0
12375000,2003,0
12375000,2003,0
12072000,2003,0
12072000,2003,0
12072000,2003,0
12072000,2003,0
12072000,2003,0
12046000,2003,0
12000000,2003,0
11953000,2003,0
11248000,2003,0
11200000,2003,0
11121000,2003,0
11000000,2003,0
10890000,2003,0
10750000,2003,0
10625000,2003,0
10500000,2003,0
10003000,2003,0
9900000,2003,0
9860000,2003,0
9830000,2003,0
9375000,2003,0
9260000,2003,0
9200000,2003,0
9185000,2003,0
9000000,2003,0
8717000,2003,0
8421000,2003,0
8050000,2003,0
8000000,2003,0
7975000,2003,0
7799000,2003,0
7750000,2003,0
7150000,2003,0
7145000,2003,0
7140000,2003,0
7091000,2003,0
7044000,2003,0
7000000,2003,0
6960000,2003,0
6950000,2003,0
6858000,2003,0
6750000,2003,0
6696000,2003,0
6618000,2003,0
6600000,2003,0
6555000,2003,0
6100000,2003,0
6061000,2003,0
6050000,2003,0
6000000,2003,0
6000000,2003,0
5750000,2003,0
5750000,2003,0
5726000,2003,0
5625000,2003,0
5625000,2003,0
5625000,2003,0
5540000,2003,0
5448000,2003,0
5350000,2003,0
5312000,2003,0
5300000,2003,0
5250000,2003,0
5250000,2003,0
5238000,2003,0
5130000,2003,0
5062000,2003,0
5040000,2003,0
5004000,2003,0
5000000,2003,0
4992000,2003,0
4992000,2003,0
4992000,2003,0
4991000,2003,0
4991000,2003,0
4991000,2003,0
4991000,2003,0
4973000,2003,0
4935000,2003,0
4926000,2003,0
4904000,2003,0
4903000,2003,0
4903000,2003,0
4903000,2003,0
4895000,2003,0
4827000,2003,0
4800000,2003,0
4675000,2003,0
4506000,2003,0
4500000,2003,0
4500000,2003,0
4500000,2003,0
4469000,2003,0
4400000,2003,0
4383000,2003,0
4220000,2003,0
4170000,2003,0
4160000,2003,0
4125000,2003,0
4067000,2003,0
4030000,2003,0
4000000,2003,0
4000000,2003,0
3974000,2003,0
3942000,2003,0
3850000,2003,0
3780000,2003,0
3740000,2003,0
3726000,2003,0
3656000,2003,0
3656000,2003,0
3600000,2003,0
3600000,2003,0
3600000,2003,0
3575000,2003,0
3557000,2003,0
3425000,2003,0
3375000,2003,0
3300000,2003,0
3300000,2003,0
3267000,2003,0
3263000,2003,0
3226000,2003,0
3220000,2003,0
3194000,2003,0
3175000,2003,0
3159000,2003,0
3104000,2003,0
3000000,2003,0
3000000,2003,0
2962000,2003,0
2946000,2003,0
2933000,2003,0
2923000,2003,0
2813000,2003,0
2793000,2003,0
2777000,2003,0
2775000,2003,0
2753000,2003,0
2750000,2003,0
2726000,2003,0
2700000,2003,0
2700000,2003,0
2700000,2003,0
2700000,2003,0
2700000,2003,0
2700000,2003,0
2700000,2003,0
2699000,2003,0
2681000,2003,0
2668000,2003,0
2667000,2003,0
2662000,2003,0
2640000,2003,0
2640000,2003,0
2631000,2003,0
2625000,2003,0
2600000,2003,0
2600000,2003,0
2460000,2003,0
2436000,2003,0
2400000,2003,0
2393000,2003,0
2368000,2003,0
2265000,2003,0
2238000,2003,0
2222000,2003,0
2162000,2003,0
2156000,2003,0
2153000,2003,0
2148000,2003,0
2110000,2003,0
2069000,2003,0
2026000,2003,0
1987000,2003,0
1980000,2003,0
1904000,2003,0
1885000,2003,0
1862000,2003,0
1821000,2003,0
1769000,2003,0
1729000,2003,0
1723000,2003,0
1681000,2003,0
1650000,2003,0
1643000,2003,0
1636000,2003,0
1605000,2003,0
1584000,2003,0
1571000,2003,0
1561000,2003,0
1557000,2003,0
1542000,2003,0
1540000,2003,0
1524000,2003,0
1482000,2003,0
1441000,2003,0
1419000,2003,0
1410000,2003,0
1409000,2003,0
1400000,2003,0
1400000,2003,0
1400000,2003,0
1400000,2003,0
1376000,2003,0
1300000,2003,0
1300000,2003,0
1271000,2003,0
1235000,2003,0
1208000,2003,0
1174000,2003,0
1147000,2003,0
1126000,2003,0
1100000,2003,0
1100000,2003,0
1100000,2003,0
1100000,2003,0
1096000,2003,0
1081000,2003,0
1033000,2003,0
1030000,2003,0
1009000,2003,0
1000000,2003,0
992000,2003,0
969000,2003,0
956000,2003,0
930000,2003,0
914000,2003,0
893000,2003,0
877000,2003,0
852000,2003,0
824000,2003,0
824000,2003,0
824000,2003,0
817000,2003,0
805000,2003,0
805000,2003,0
800000,2003,0
749000,2003,0
714000,2003,0
700000,2003,0
700000,2003,0
637000,2003,0
637000,2003,0
612000,2003,0
612000,2003,0
587000,2003,0
587000,2003,0
587000,2003,0
587000,2003,0
526000,2003,0
512000,2003,0
512000,2003,0
512000,2003,0
512000,2003,0
512000,2003,0
512000,2003,0
512000,2003,0
512000,2003,0
28000000,2004,0
26571000,2004,0
18000000,2004,0
17895000,2004,0
15937000,2004,0
15937000,2004,0
14625000,2004,0
13500000,2004,0
13500000,2004,0
13500000,2004,0
13500000,2004,0
13500000,2004,0
13500000,2004,0
13500000,2004,0
13500000,2004,0
13500000,2004,0
13500000,2004,0
13500000,2004,0
13281000,2004,0
13280000,2004,0
13279000,2004,0
13279000,2004,0
13279000,2004,0
12320000,2004,0
12234000,2004,0
12051000,2004,0
12000000,2004,0
11953000,2004,0
11825000,2004,0
11668000,2004,0
10950000,2004,0
10912000,2004,0
10730000,2004,0
10156000,2004,0
9600000,2004,0
9267000,2004,0
8666000,2004,0
8525000,2004,0
8050000,2004,0
7800000,2004,0
7794000,2004,0
7700000,2004,0
7682000,2004,0
7610000,2004,0
7482000,2004,0
7344000,2004,0
7250000,2004,0
7169000,2004,0
6700000,2004,0
6600000,2004,0
6500000,2004,0
6364000,2004,0
6250000,2004,0
6250000,2004,0
6246000,2004,0
6166000,2004,0
6030000,2004,0
5955000,2004,0
5843000,2004,0
5750000,2004,0
5720000,2004,0
5715000,2004,0
5700000,2004,0
5560000,2004,0
5526000,2004,0
5500000,2004,0
5500000,2004,0
5447000,2004,0
5446000,2004,0
5445000,2004,0
5445000,2004,0
5445000,2004,0
5428000,2004,0
5400000,2004,0
5400000,2004,0
5394000,2004,0
5394000,2004,0
5393000,2004,0
5310000,2004,0
5300000,2004,0
5194000,2004,0
5173000,2004,0
5128000,2004,0
5062000,2004,0
5000000,2004,0
5000000,2004,0
4692000,2004,0
4614000,2004,0
4580000,2004,0
4549000,2004,0
4500000,2004,0
4500000,2004,0
4480000,2004,0
4400000,2004,0
4400000,2004,0
4278000,2004,0
4252000,2004,0
4200000,2004,0
4130000,2004,0
4063000,2004,0
3960000,2004,0
3912000,2004,0
3900000,2004,0
3900000,2004,0
3726000,2004,0
3625000,2004,0
3600000,2004,0
3600000,2004,0
3596000,2004,0
3417000,2004,0
3380000,2004,0
3317000,2004,0
3300000,2004,0
3259000,2004,0
3087000,2004,0
3069000,2004,0
3000000,2004,0
3000000,2004,0
2933000,2004,0
2925000,2004,0
2925000,2004,0
2925000,2004,0
2925000,2004,0
2925000,2004,0
2903000,2004,0
2894000,2004,0
2862000,2004,0
2823000,2004,0
2800000,2004,0
2800000,2004,0
2676000,2004,0
2610000,2004,0
2577000,2004,0
2533000,2004,0
2445000,2004,0
2400000,2004,0
2373000,2004,0
2350000,2004,0
2270000,2004,0
2264000,2004,0
2256000,2004,0
2244000,2004,0
2230000,2004,0
2225000,2004,0
2211000,2004,0
2134000,2004,0
2118000,2004,0
2109000,2004,0
2104000,2004,0
2102000,2004,0
1995000,2004,0
1948000,2004,0
1898000,2004,0
1850000,2004,0
1805000,2004,0
1757000,2004,0
1735000,2004,0
1670000,2004,0
1667000,2004,0
1646000,2004,0
1631000,2004,0
1624000,2004,0
1586000,2004,0
1580000,2004,0
1537000,2004,0
1507000,2004,0
1474000,2004,0
1300000,2004,0
1292000,2004,0
1227000,2004,0
1172000,2004,0
995000,2004,0
956000,2004,0
887000,2004,0
862000,2004,0
861000,2004,0
856000,2004,0
764000,2004,0
639000,2004,0
587000,2004,0
29464000,2005,0
19684000,2005,0
17531000,2005,0
17351000,2005,0
15750000,2005,0
14625000,2005,0
14625000,2005,0
14625000,2005,0
14625000,2005,0
14625000,2005,0
14625000,2005,0
14625000,2005,0
14625000,2005,0
14625000,2005,0
14625000,2005,0
14609000,2005,0
14487000,2005,0
14487000,2005,0
14487000,2005,0
14487000,2005,0
13440000,2005,0
13346000,2005,0
13281000,2005,0
12900000,2005,0
12000000,2005,0
12000000,2005,0
11821000,2005,0
10937000,2005,0
9817000,2005,0
9300000,2005,0
8450000,2005,0
8444000,2005,0
8273000,2005,0
8260000,2005,0
8105000,2005,0
7992000,2005,0
7750000,2005,0
7300000,2005,0
7150000,2005,0
7000000,2005,0
6875000,2005,0
6875000,2005,0
6667000,2005,0
6375000,2005,0
6270000,2005,0
6191000,2005,0
6078000,2005,0
6022000,2005,0
6000000,2005,0
5922000,2005,0
5900000,2005,0
5899000,2005,0
5899000,2005,0
5899000,2005,0
5885000,2005,0
5884000,2005,0
5883000,2005,0
5792000,2005,0
5750000,2005,0
5714000,2005,0
5600000,2005,0
5500000,2005,0
5500000,2005,0
5419000,2005,0
5361000,2005,0
5355000,2005,0
4915000,2005,0
4875000,2005,0
4875000,2005,0
4800000,2005,0
4800000,2005,0
4482000,2005,0
4318000,2005,0
4225000,2005,0
4200000,2005,0
4119000,2005,0
3785000,2005,0
3600000,2005,0
3475000,2005,0
3215000,2005,0
3212000,2005,0
3150000,2005,0
3150000,2005,0
3150000,2005,0
3150000,2005,0
3073000,2005,0
3054000,2005,0
3043000,2005,0
3000000,2005,0
3000000,2005,0
2969000,2005,0
2949000,2005,0
2937000,2005,0
2803000,2005,0
2695000,2005,0
2680000,2005,0
2562000,2005,0
2481000,2005,0
2474000,2005,0
2390000,2005,0
2371000,2005,0
2363000,2005,0
2362000,2005,0
2358000,2005,0
2332000,2005,0
2322000,2005,0
2301000,2005,0
2269000,2005,0
2266000,2005,0
2232000,2005,0
2212000,2005,0
1985000,2005,0
1887000,2005,0
1805000,2005,0
1672000,2005,0
1600000,2005,0
1554000,2005,0
1554000,2005,0
1545000,2005,0
1377000,2005,0
20000000,2006,0
19125000,2006,0
18000000,2006,0
16453125,2006,0
16453125,2006,0
16440000,2006,0
16440000,2006,0
15946875,2006,0
15845157,2006,0
15750000,2006,0
15750000,2006,0
15694250,2006,0
15694250,2006,0
15694250,2006,0
15694250,2006,0
14666250,2006,0
13975000,2006,0
13865000,2006,0
13843156,2006,0
13843156,2006,0
13843156,2006,0
13843156,2006,0
13700000,2006,0
13700000,2006,0
13700000,2006,0
13223140,2006,0
13152000,2006,0
12000000,2006,0
12000000,2006,0
11666666,2006,0
11500000,2006,0
11448596,2006,0
11260483,2006,0
10993000,2006,0
10983000,2006,0
10886364,2006,0
10860000,2006,0
10666667,2006,0
10623288,2006,0
10500000,2006,0
10344900,2006,0
10243200,2006,0
10200000,2006,0
10075000,2006,0
9625000,2006,0
9571429,2006,0
9400000,2006,0
9100000,2006,0
8888888,2006,0
8750000,2006,0
8743238,2006,0
8640000,2006,0
8477178,2006,0
8400000,2006,0
8367187,2006,0
8333334,2006,0
8299670,2006,0
8250000,2006,0
